activity_id,name,category,sector,source,unit_type
waste-type_insulation-disposal_method_closed_loop,Insulation waste disposal (to closed-loop recycling),Construction Waste,Waste,BEIS,Weight
waste-type_insulation-disposal_method_landfill,Insulation waste disposal (landfill),Construction Waste,Waste,BEIS,Weight
waste-type_kitchen_waste_and_green_waste-disposal_method_home_composting_in_closed_bin,Kitchen waste and green waste - Home composting in closed bin,Food and Organic Waste,Waste,ADEME,Weight
waste-type_kitchen_waste_and_green_waste-disposal_method_home_composting_in_heap,Kitchen waste and green waste - Home composting in heap,Food and Organic Waste,Waste,ADEME,Weight
waste-type_kitchen_waste_and_green_waste-disposal_method_industrial_composting,Kitchen waste and green waste - Industrial composting,Food and Organic Waste,Waste,ADEME,Weight
waste-type_ldpe-disposal_method_combusted,LDPE - Combusted,Plastic Waste,Waste,EPA,Weight
waste-type_ldpe-disposal_method_landfilled,LDPE - Landfilled,Plastic Waste,Waste,EPA,Weight
waste-type_ldpe_and_lldpe_including_forming-disposal_method_closed_loop,LDPE and LLDPE waste (incl. forming) disposal - closed-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_ldpe_and_lldpe_including_forming-disposal_method_combustion,LDPE and LLDPE waste (incl. forming) disposal - combustion,Plastic Waste,Waste,BEIS,Weight
waste-type_ldpe_and_lldpe_including_forming-disposal_method_landfill,LDPE and LLDPE waste (incl. forming) disposal - landfill,Plastic Waste,Waste,BEIS,Weight
waste-type_ldpe_and_lldpe_including_forming-disposal_method_open_loop,LDPE and LLDPE waste (incl. forming) disposal - open-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_leaves-disposal_method_anaerobically_digested_dry_digestate_with_curing,Leaves - Anaerobically Digested (Dry Digestate with Curing),Food and Organic Waste,Waste,EPA,Weight
waste-type_leaves-disposal_method_combusted,Leaves - Combusted,Food and Organic Waste,Waste,EPA,Weight
waste-type_leaves-disposal_method_composted,Leaves - Composted,Food and Organic Waste,Waste,EPA,Weight
waste-type_leaves-disposal_method_landfilled,Leaves - Landfilled,Food and Organic Waste,Waste,EPA,Weight
waste-type_lldpe-disposal_method_combusted,LLDPE - Combusted,Plastic Waste,Waste,EPA,Weight
waste-type_lldpe-disposal_method_landfilled,LLDPE - Landfilled,Plastic Waste,Waste,EPA,Weight
waste-type_magazines_third-class_mail-disposal_method_landfilled,Magazines/Third-class mail - Landfilled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_magazines_third-class_mail-disposal_method_recycled,Magazines/Third-class mail - Recycled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_magazines_third_class_mail-disposal_method_combusted,Magazines/Third-class mail - Combusted,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_magazines_third_class_mail-disposal_method_landfilled,Magazines/Third-class mail - Landfilled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_magazines_third_class_mail-disposal_method_recycled,Magazines/Third-class mail - Recycled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_medium_density_fiberboard-disposal_method_combusted,Medium-density Fiberboard - Combusted,Construction Waste,Waste,EPA,Weight
waste-type_medium_density_fiberboard-disposal_method_landfilled,Medium-density Fiberboard - Landfilled,Construction Waste,Waste,EPA,Weight
waste-type_medium_density_fiberboard-disposal_method_recycled,Medium-density Fiberboard - Recycled,Construction Waste,Waste,EPA,Weight
waste-type_metal_aluminium_cans_and_foil_excluding_forming-disposal_method_closed_loop,Metal: aluminium cans and foil waste disposal (excl. forming - closed-loop),Metal Waste,Waste,BEIS,Weight
waste-type_metal_aluminium_cans_and_foil_excluding_forming-disposal_method_combustion,Metal: aluminium cans and foil waste disposal (excl. forming - combustion),Metal Waste,Waste,BEIS,Weight
waste-type_metal_aluminium_cans_and_foil_excluding_forming-disposal_method_landfill,Metal: aluminium cans and foil waste disposal (excl. forming - landfill),Metal Waste,Waste,BEIS,Weight
waste-type_metal_aluminium_cans_and_foil_excluding_forming-disposal_method_open_loop,Metal: aluminium cans and foil waste disposal (excl. forming - open-loop),Metal Waste,Waste,BEIS,Weight
waste-type_metal_mixed_cans-disposal_method_closed_loop,Metal waste disposal (mixed cans - closed-loop),Metal Waste,Waste,BEIS,Weight
waste-type_metal_mixed_cans-disposal_method_combustion,Metal waste disposal (mixed cans - combustion),Metal Waste,Waste,BEIS,Weight
waste-type_metal_mixed_cans-disposal_method_landfill,Metal waste disposal (mixed cans - landfill),Metal Waste,Waste,BEIS,Weight
waste-type_metal_mixed_cans-disposal_method_open_loop,Metal waste disposal (mixed cans - open-loop),Metal Waste,Waste,BEIS,Weight
waste-type_metal_waste-disposal_method_incineration,Metal waste - incineration,Metal Waste,Waste,SEFR,Weight
waste-type_metals-disposal_method_closed_loop,Metals waste disposal (to closed-loop recycling),Construction Waste,Waste,BEIS,Weight
waste-type_metals-disposal_method_landfill,Metals waste disposal (landfill),Construction Waste,Waste,BEIS,Weight
waste-type_mineral_oil-disposal_method_closed_loop,Mineral oil waste disposal (to closed-loop recycling),Construction Waste,Waste,BEIS,Weight
waste-type_mineral_oil-disposal_method_combustion,Mineral oil waste disposal (combustion),Construction Waste,Waste,BEIS,Weight
waste-type_mixed_electronics-disposal_method_combusted,Mixed Electronics - Combusted,Electrical Waste,Waste,EPA,Weight
waste-type_mixed_electronics-disposal_method_landfilled,Mixed Electronics - Landfilled,Electrical Waste,Waste,EPA,Weight
waste-type_mixed_electronics-disposal_method_recycled,Mixed Electronics - Recycled,Electrical Waste,Waste,EPA,Weight
waste-type_mixed_food_and_organic_garden-disposal_method_anaerobic_digestion,Mixed food and garden waste disposal (organic - anaerobic digestion),Food and Organic Waste,Waste,BEIS,Weight
waste-type_mixed_food_and_organic_garden-disposal_method_combustion,Mixed food and garden waste (organic - combustion),Food and Organic Waste,Waste,BEIS,Weight
waste-type_mixed_food_and_organic_garden-disposal_method_composting,Mixed food and garden waste disposal (organic - composting),Food and Organic Waste,Waste,BEIS,Weight
waste-type_mixed_food_and_organic_garden-disposal_method_landfill,Mixed food and garden waste disposal (organic - landfill),Food and Organic Waste,Waste,BEIS,Weight
waste-type_mixed_metals-disposal_method_combusted,Mixed Metals - Combusted,Metal Waste,Waste,EPA,Weight
waste-type_mixed_metals-disposal_method_landfilled,Mixed Metals - Landfilled,Metal Waste,Waste,EPA,Weight
waste-type_mixed_metals-disposal_method_recycled,Mixed Metals - Recycled,Metal Waste,Waste,EPA,Weight
waste-type_mixed_msw-disposal_method_combusted,Mixed MSW - Combusted,General Waste,Waste,EPA,Weight
waste-type_mixed_msw-disposal_method_landfilled,Mixed MSW - Landfilled,General Waste,Waste,EPA,Weight
waste-type_mixed_organics-disposal_method_combusted,Mixed Organics - Combusted,Food and Organic Waste,Waste,EPA,Weight
waste-type_mixed_organics-disposal_method_composted,Mixed Organics - Composted,Food and Organic Waste,Waste,EPA,Weight
waste-type_mixed_organics-disposal_method_landfilled,Mixed Organics - Landfilled,Food and Organic Waste,Waste,EPA,Weight
waste-type_mixed_paper_general-disposal_method_combusted,Mixed Paper (general) - Combusted,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_mixed_paper_general-disposal_method_landfilled,Mixed Paper (general) - Landfilled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_mixed_paper_general-disposal_method_recycled,Mixed Paper (general) - Recycled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_mixed_paper_primarily_from_offices-disposal_method_combusted,Mixed Paper (primarily from offices) - Combusted,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_mixed_paper_primarily_from_offices-disposal_method_landfilled,Mixed Paper (primarily from offices) - Landfilled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_mixed_paper_primarily_from_offices-disposal_method_recycled,Mixed Paper (primarily from offices) - Recycled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_mixed_paper_primarily_residential-disposal_method_combusted,Mixed Paper (primarily residential) - Combusted,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_mixed_paper_primarily_residential-disposal_method_landfilled,Mixed Paper (primarily residential) - Landfilled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_mixed_paper_primarily_residential-disposal_method_recycled,Mixed Paper (primarily residential) - Recycled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_mixed_plastics-disposal_method_combusted,Mixed Plastics - Combusted,Plastic Waste,Waste,EPA,Weight
waste-type_mixed_plastics-disposal_method_landfilled,Mixed Plastics - Landfilled,Plastic Waste,Waste,EPA,Weight
waste-type_mixed_plastics-disposal_method_recycled,Mixed Plastics - Recycled,Plastic Waste,Waste,EPA,Weight
waste-type_mixed_recyclables-disposal_method_combusted,Mixed Recyclables - Combusted,General Waste,Waste,EPA,Weight
waste-type_mixed_recyclables-disposal_method_landfilled,Mixed Recyclables - Landfilled,General Waste,Waste,EPA,Weight
waste-type_mixed_recyclables-disposal_method_recycled,Mixed Recyclables - Recycled,General Waste,Waste,EPA,Weight
waste-type_na-disposal_method_waste_management_remediation,Waste management and remediation,Waste Management,Waste,EPA,Money
waste-type_nappies-disposal_method_landfill_with_gas_recovery,Nappies - waste to landfill with gas recovery,General Waste,Waste,MfE,Weight
waste-type_nappies-disposal_method_landfill_without_gas_recovery,Nappies - waste to landfill without gas recovery,General Waste,Waste,MfE,Weight
waste-type_nappies_waste-disposal_method_incineration,Nappies waste - incineration,General Waste,Waste,SEFR,Weight
waste-type_newspaper-disposal_method_combusted,Newspaper - Combusted,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_newspaper-disposal_method_landfilled,Newspaper - Landfilled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_newspaper-disposal_method_recycled,Newspaper - Recycled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_non_municipal_waste_biological_sludge-disposal_method_na,Non municipal waste - Biological (sludge),General Waste,Waste,MfE,Weight
waste-type_non_municipal_waste_bulk_waste-disposal_method_na,Non municipal waste - Bulk Waste,General Waste,Waste,MfE,Weight
waste-type_non_municipal_waste_construction_and_demolition-disposal_method_na,Non municipal waste - Construction & Demolition,Construction Waste,Waste,MfE,Weight
waste-type_non_municipal_waste_food-disposal_method_na,Non municipal waste - Food,Food and Organic Waste,Waste,MfE,Weight
waste-type_non_municipal_waste_garden-disposal_method_na,Non municipal waste - Garden,Food and Organic Waste,Waste,MfE,Weight
waste-type_non_municipal_waste_industrial-disposal_method_na,Non municipal waste - Industrial,General Waste,Waste,MfE,Weight
waste-type_non_municipal_waste_wood-disposal_method_na,Non municipal waste - Wood,Construction Waste,Waste,MfE,Weight
waste-type_office_paper-disposal_method_combusted,Office Paper - Combusted,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_office_paper-disposal_method_landfilled,Office Paper - Landfilled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_office_paper-disposal_method_recycled,Office Paper - Recycled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_office_waste-disposal_method_landfill_with_gas_recovery,Office waste - waste to landfill with gas recovery,General Waste,Waste,MfE,Weight
waste-type_office_waste-disposal_method_landfill_without_gas_recovery,Office waste - waste to landfill without gas recovery,General Waste,Waste,MfE,Weight
waste-type_organic_food_and_drink-disposal_method_anaerobic_digestion,Food and drink waste disposal (organic - anaerobic digestion),Food and Organic Waste,Waste,BEIS,Weight
waste-type_organic_food_and_drink-disposal_method_combustion,Food and drink waste disposal (organic - combustion),Food and Organic Waste,Waste,BEIS,Weight
waste-type_organic_food_and_drink-disposal_method_composting,Food and drink waste disposal (organic - composting),Food and Organic Waste,Waste,BEIS,Weight
waste-type_organic_food_and_drink-disposal_method_landfill,Food and drink waste disposal (organic - landfill),Food and Organic Waste,Waste,BEIS,Weight
waste-type_organic_garden-disposal_method_anaerobic_digestion,Garden waste disposal (organic - anaerobic digestion),Food and Organic Waste,Waste,BEIS,Weight
waste-type_organic_garden-disposal_method_combustion,Garden waste disposal (organic - combustion),Food and Organic Waste,Waste,BEIS,Weight
waste-type_organic_garden-disposal_method_composting,Garden waste disposal (organic - composting),Food and Organic Waste,Waste,BEIS,Weight
waste-type_organic_garden-disposal_method_landfill,Garden waste disposal (organic - landfill),Food and Organic Waste,Waste,BEIS,Weight
waste-type_other_waste-disposal_method_incineration,Other waste - incineration,General Waste,Waste,SEFR,Weight
waste-type_packaging_aluminium-disposal_method_average_end_of_life,Packaging: Aluminium - Average end of life,Metal Waste,Waste,ADEME,Weight
waste-type_packaging_aluminium-disposal_method_incineration,Packaging: Aluminium - Incineration,Metal Waste,Waste,ADEME,Weight
waste-type_packaging_aluminium-disposal_method_landfill,Packaging: Aluminium - Landfill,Metal Waste,Waste,ADEME,Weight
waste-type_packaging_aluminium-disposal_method_recycling,Packaging: Aluminium - Recycling,Metal Waste,Waste,ADEME,Weight
waste-type_packaging_cardboard-disposal_method_average_end_of_life,Packaging: Cardboard - Average end of life,Paper and Cardboard Waste,Waste,ADEME,Weight
waste-type_packaging_cardboard-disposal_method_incineration,Packaging: Cardboard - Incineration,Paper and Cardboard Waste,Waste,ADEME,Weight
waste-type_packaging_cardboard-disposal_method_landfill,Packaging: Cardboard - Landfill,Paper and Cardboard Waste,Waste,ADEME,Weight
waste-type_packaging_cardboard-disposal_method_recycling,Packaging: Cardboard - Recycling,Paper and Cardboard Waste,Waste,ADEME,Weight
waste-type_packaging_ceramic_and_other_inerts-disposal_method_average_end_of_life,Packaging: Ceramic and other inerts - Average end of life,General Waste,Waste,ADEME,Weight
waste-type_packaging_ceramic_and_other_inerts-disposal_method_incineration,Packaging: Ceramic and other inerts - Incineration,General Waste,Waste,ADEME,Weight
waste-type_packaging_ceramic_and_other_inerts-disposal_method_landfill,Packaging: Ceramic and other inerts - Landfill,General Waste,Waste,ADEME,Weight
waste-type_packaging_flexible_pe-disposal_method_recycling,Packaging: Flexible PE - Recycling,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_flexible_pe-disposal_method_recycling_granulates,Packaging: Flexible PE - Recycling granulates,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_flexible_pe_bio_based-disposal_method_average_end_of_life,Packaging: Flexible PE / bio-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_flexible_pe_fossil_based-disposal_method_average_end_of_life,Packaging: Flexible PE / fossil-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_flexible_pet_bio_based-disposal_method_average_end_of_life,Packaging: Flexible PET / bio-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_flexible_pet_fossil_based-disposal_method_average_end_of_life,Packaging: Flexible PET / fossil-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_flexible_pp_bio_based-disposal_method_average_end_of_life,Packaging: Flexible PP / bio-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_flexible_pp_fossil_based-disposal_method_average_end_of_life,Packaging: Flexible PP / fossil-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_glass-disposal_method_average_end_of_life,Packaging: Glass - Average end of life,Glass Waste,Waste,ADEME,Weight
waste-type_packaging_glass-disposal_method_incineration,Packaging: Glass - Incineration,Glass Waste,Waste,ADEME,Weight
waste-type_packaging_glass-disposal_method_landfill,Packaging: Glass - Landfill,Glass Waste,Waste,ADEME,Weight
waste-type_packaging_glass-disposal_method_recycling,Packaging: Glass - Recycling,Glass Waste,Waste,ADEME,Weight
waste-type_packaging_other_plastics_and_complex_plastics-disposal_method_average_end_of_life,Packaging: Other plastics and complex plastics - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_other_plastics_and_complex_plastics-disposal_method_incineration,Packaging: Other plastics and complex plastics - Incineration,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_other_plastics_and_complex_plastics-disposal_method_landfill,Packaging: Other plastics and complex plastics - Landfill,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_pe_bio_based-disposal_method_incineration,Packaging: PE / bio-based - Incineration,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_pe_bio_based-disposal_method_landfill,Packaging: PE / bio-based - Landfill,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_pe_fossil_based-disposal_method_incineration,Packaging: PE / fossil-based - Incineration,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_pe_fossil_based-disposal_method_landfill,Packaging: PE / fossil-based - Landfill,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_pet_bio_based-disposal_method_incineration,Packaging: PET / bio-based - Incineration,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_pet_bio_based-disposal_method_landfill,Packaging: PET / bio-based - Landfill,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_pet_fossil_based-disposal_method_incineration,Packaging: PET / fossil-based - Incineration,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_pet_fossil_based-disposal_method_landfill,Packaging: PET / fossil-based - Landfill,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_pp_bio_based-disposal_method_incineration,Packaging: PP / bio-based - Incineration,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_pp_bio_based-disposal_method_landfill,Packaging: PP / bio-based - Landfill,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_pp_fossil_based-disposal_method_incineration,Packaging: PP / fossil-based - Incineration,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_pp_fossil_based-disposal_method_landfill,Packaging: PP / fossil-based - Landfill,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pe-disposal_method_recycling_flakes,Packaging: Rigid PE - Recycling flakes,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pe-disposal_method_recycling_granulates,Packaging: Rigid PE - Recycling granulates,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pe_bottles-disposal_method_recycling,Packaging: Rigid PE / bottles - Recycling,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pe_bottles_bio_based-disposal_method_average_end_of_life,Packaging: Rigid PE / bottles / bio-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pe_bottles_fossil_based-disposal_method_average_end_of_life,Packaging: Rigid PE / bottles / fossil-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pe_other_packaging-disposal_method_recycling,Packaging: Rigid PE / other packaging - Recycling,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pe_other_packaging_bio_based-disposal_method_average_end_of_life,Packaging: Rigid PE / other packaging / bio-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pe_other_packaging_fossil_based-disposal_method_average_end_of_life,Packaging: Rigid PE / other packaging / fossil-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pet-disposal_method_recycling_flakes,Packaging: Rigid PET - Recycling flakes,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pet-disposal_method_recycling_granulates,Packaging: Rigid PET - Recycling granulates,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pet_bottles-disposal_method_recycling,Packaging: Rigid PET / bottles - Recycling,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pet_bottles_bio_based-disposal_method_average_end_of_life,Packaging: Rigid PET / bottles / bio-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pet_bottles_fossil_based-disposal_method_average_end_of_life,Packaging: Rigid PET / bottles / fossil-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pet_other_packaging-disposal_method_recycling,Packaging: Rigid PET / other packaging - Recycling,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pet_other_packaging_bio_based-disposal_method_average_end_of_life,Packaging: Rigid PET / other packaging / bio-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pet_other_packaging_fossil_based-disposal_method_average_end_of_life,Packaging: Rigid PET / other packaging / fossil-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pp-disposal_method_recycling_granulates,Packaging: Rigid PP - Recycling granulates,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pp_bottles-disposal_method_recycling,Packaging: Rigid PP / bottles - Recycling,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pp_bottles_bio_based-disposal_method_average_end_of_life,Packaging: Rigid PP / bottles / bio-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pp_bottles_fossil_based-disposal_method_average_end_of_life,Packaging: Rigid PP / bottles / fossil-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pp_other_packaging-disposal_method_recycling,Packaging: Rigid PP / other packaging - Recycling,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pp_other_packaging_bio_based-disposal_method_average_end_of_life,Packaging: Rigid PP / other packaging / bio-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pp_other_packaging_fossil_based-disposal_method_average_end_of_life,Packaging: Rigid PP / other packaging / fossil-based - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_ps_eps-disposal_method_average_end_of_life,Packaging: Rigid PS-EPS - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_ps_eps-disposal_method_incineration,Packaging: Rigid PS-EPS - Incineration,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_ps_eps-disposal_method_landfill,Packaging: Rigid PS-EPS - Landfill,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pvc-disposal_method_average_end_of_life,Packaging: Rigid PVC - Average end of life,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pvc-disposal_method_incineration,Packaging: Rigid PVC - Incineration,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_rigid_pvc-disposal_method_landfill,Packaging: Rigid PVC - Landfill,Plastic Waste,Waste,ADEME,Weight
waste-type_packaging_steel-disposal_method_incineration,Packaging: Steel - Incineration,Metal Waste,Waste,ADEME,Weight
waste-type_packaging_steel-disposal_method_landfill,Packaging: Steel - Landfill,Metal Waste,Waste,ADEME,Weight
waste-type_packaging_wood-disposal_method_average_end_of_life,Packaging: Wood - Average end of life,General Waste,Waste,ADEME,Weight
waste-type_packaging_wood-disposal_method_incineration,Packaging: Wood - Incineration,General Waste,Waste,ADEME,Weight
waste-type_packaging_wood-disposal_method_landfill,Packaging: Wood - Landfill,General Waste,Waste,ADEME,Weight
waste-type_paper-disposal_method_closed_loop,Paper waste disposal (to closed-loop recycling),Paper and Cardboard Waste,Waste,BEIS,Weight
waste-type_paper-disposal_method_combustion,Paper waste disposal (combustion),Paper and Cardboard Waste,Waste,BEIS,Weight
waste-type_paper-disposal_method_composting,Paper waste disposal (composting),Paper and Cardboard Waste,Waste,BEIS,Weight
waste-type_paper-disposal_method_landfill,Paper waste disposal (landfill),Paper and Cardboard Waste,Waste,BEIS,Weight
waste-type_paper-disposal_method_landfill_with_gas_recovery,Paper - waste to landfill with gas recovery,Paper and Cardboard Waste,Waste,MfE,Weight
waste-type_paper-disposal_method_landfill_without_gas_recovery,Paper - waste to landfill without gas recovery,Paper and Cardboard Waste,Waste,MfE,Weight
waste-type_paper_and_cardboard-disposal_method_closed_loop,Paper and cardboard waste disposal (to closed-loop recycling),Paper and Cardboard Waste,Waste,BEIS,Weight
waste-type_paper_and_cardboard-disposal_method_combustion,Paper and cardboard waste disposal (combustion),Paper and Cardboard Waste,Waste,BEIS,Weight
waste-type_paper_and_cardboard-disposal_method_composting,Paper and cardboard waste disposal (composting),Paper and Cardboard Waste,Waste,BEIS,Weight
waste-type_paper_and_cardboard-disposal_method_landfill,Paper and cardboard waste disposal (landfill),Paper and Cardboard Waste,Waste,BEIS,Weight
