activity_id,name,category,sector,source,unit_type
waste-type_paper_cardboard_waste-disposal_method_incineration,Paper/cardboard waste - incineration,Paper and Cardboard Waste,Waste,SEFR,Weight
waste-type_pet-disposal_method_combusted,PET - Combusted,Plastic Waste,Waste,EPA,Weight
waste-type_pet-disposal_method_landfilled,PET - Landfilled,Plastic Waste,Waste,EPA,Weight
waste-type_pet-disposal_method_recycled,PET - Recycled,Plastic Waste,Waste,EPA,Weight
waste-type_pet_including_forming-disposal_method_closed_loop,PET waste (incl. forming) disposal - closed-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_pet_including_forming-disposal_method_combustion,PET waste (incl. forming) disposal - combustion,Plastic Waste,Waste,BEIS,Weight
waste-type_pet_including_forming-disposal_method_landfill,PET waste (incl. forming) disposal - landfill,Plastic Waste,Waste,BEIS,Weight
waste-type_pet_including_forming-disposal_method_open_loop,PET waste (incl. forming) disposal - open-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_phonebooks-disposal_method_combusted,Phonebooks - Combusted,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_phonebooks-disposal_method_landfilled,Phonebooks - Landfilled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_phonebooks-disposal_method_recycled,Phonebooks - Recycled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_pla-disposal_method_combusted,PLA - Combusted,Plastic Waste,Waste,EPA,Weight
waste-type_pla-disposal_method_composted,PLA - Composted,Food and Organic Waste,Waste,EPA,Weight
waste-type_pla-disposal_method_landfilled,PLA - Landfilled,Plastic Waste,Waste,EPA,Weight
waste-type_plasterboard-disposal_method_closed_loop,Plasterboard waste disposal (to closed-loop recycling),Construction Waste,Waste,BEIS,Weight
waste-type_plasterboard-disposal_method_landfill,Plasterboard waste disposal (landfill),Construction Waste,Waste,BEIS,Weight
waste-type_plastic_film-disposal_method_closed_loop,Plastics film waste disposal (to closed-loop recycling),Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_film-disposal_method_closed_loop,Plastics film waste disposal - closed-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_film-disposal_method_combustion,Plastics film waste disposal (combustion),Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_film-disposal_method_combustion,Plastics film waste disposal - combustion,Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_film-disposal_method_landfill,Plastics film waste disposal (landfill),Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_film-disposal_method_landfill,Plastics film waste disposal - landfill,Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_film-disposal_method_open_loop,Plastics film waste disposal (to open-loop recycling),Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_film-disposal_method_open_loop,Plastics film waste disposal - open-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_rigid-disposal_method_closed_loop,Plastics rigid waste disposal (to closed-loop recycling),Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_rigid-disposal_method_closed_loop,Plastics rigid waste disposal - closed-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_rigid-disposal_method_combustion,Plastics rigid waste disposal (combustion),Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_rigid-disposal_method_combustion,Plastics rigid waste disposal - combustion,Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_rigid-disposal_method_landfill,Plastics rigid waste disposal (landfill),Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_rigid-disposal_method_landfill,Plastics rigid waste disposal - landfill,Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_rigid-disposal_method_open_loop,Plastics rigid waste disposal (to open-loop recycling),Plastic Waste,Waste,BEIS,Weight
waste-type_plastic_rigid-disposal_method_open_loop,Plastics rigid waste disposal - open-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_plastics-disposal_method_closed_loop,Plastics waste disposal (to closed-loop recycling),Plastic Waste,Waste,BEIS,Weight
waste-type_plastics-disposal_method_closed_loop,Plastics waste disposal - closed-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_plastics-disposal_method_combustion,Plastics waste disposal (combustion),Plastic Waste,Waste,BEIS,Weight
waste-type_plastics-disposal_method_combustion,Plastics waste disposal - combustion,Plastic Waste,Waste,BEIS,Weight
waste-type_plastics-disposal_method_landfill,Plastics waste disposal (landfill),Plastic Waste,Waste,BEIS,Weight
waste-type_plastics-disposal_method_landfill,Plastics waste disposal - landfill,Plastic Waste,Waste,BEIS,Weight
waste-type_plastics-disposal_method_open_loop,Plastics waste disposal (to open-loop recycling),Plastic Waste,Waste,BEIS,Weight
waste-type_plastics-disposal_method_open_loop,Plastics waste disposal - open-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_plastics_waste-disposal_method_incineration,Plastics waste - incineration,Plastic Waste,Waste,SEFR,Weight
waste-type_portable_electronic_devices-disposal_method_combusted,Portable Electronic Devices - Combusted,Electrical Waste,Waste,EPA,Weight
waste-type_portable_electronic_devices-disposal_method_landfilled,Portable Electronic Devices - Landfilled,Electrical Waste,Waste,EPA,Weight
waste-type_portable_electronic_devices-disposal_method_recycled,Portable Electronic Devices - Recycled,Electrical Waste,Waste,EPA,Weight
waste-type_poultry-disposal_method_anaerobically_digested_dry_digestate_with_curing,Poultry - Anaerobically Digested (Dry Digestate with Curing),Food and Organic Waste,Waste,EPA,Weight
waste-type_poultry-disposal_method_anaerobically_digested_wet_digestate_with_curing,Poultry - Anaerobically Digested (Wet Digestate with Curing),Food and Organic Waste,Waste,EPA,Weight
waste-type_poultry-disposal_method_combusted,Poultry - Combusted,Food and Organic Waste,Waste,EPA,Weight
waste-type_poultry-disposal_method_composted,Poultry - Composted,Food and Organic Waste,Waste,EPA,Weight
waste-type_poultry-disposal_method_landfilled,Poultry - Landfilled,Food and Organic Waste,Waste,EPA,Weight
waste-type_pp-disposal_method_combusted,PP - Combusted,Plastic Waste,Waste,EPA,Weight
waste-type_pp-disposal_method_landfilled,PP - Landfilled,Plastic Waste,Waste,EPA,Weight
waste-type_pp-disposal_method_recycled,PP - Recycled,Plastic Waste,Waste,EPA,Weight
waste-type_pp_including_forming-disposal_method_closed_loop,PP waste disposal (incl. forming) - closed-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_pp_including_forming-disposal_method_combustion,PP waste disposal (incl. forming) - combustion,Plastic Waste,Waste,BEIS,Weight
waste-type_pp_including_forming-disposal_method_landfill,PP waste disposal (incl. forming) - landfill,Plastic Waste,Waste,BEIS,Weight
waste-type_pp_including_forming-disposal_method_open_loop,PP waste disposal  (incl. forming) - open-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_pp_including_forming-disposal_method_open_loop,PP waste disposal (incl. forming) - open-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_ps-disposal_method_combusted,PS - Combusted,Plastic Waste,Waste,EPA,Weight
waste-type_ps-disposal_method_landfilled,PS - Landfilled,Plastic Waste,Waste,EPA,Weight
waste-type_ps_including_forming-disposal_method_closed_loop,PS waste disposal (incl. forming closed-loop),Plastic Waste,Waste,BEIS,Weight
waste-type_ps_including_forming-disposal_method_closed_loop,PS waste disposal (incl. forming) - closed-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_ps_including_forming-disposal_method_combustion,PS waste disposal (incl. forming) - combustion,Plastic Waste,Waste,BEIS,Weight
waste-type_ps_including_forming-disposal_method_landfill,PS waste disposal (incl. forming) - landfill,Plastic Waste,Waste,BEIS,Weight
waste-type_ps_including_forming-disposal_method_open_loop,PS waste disposal (incl. forming) - open-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_putrescible_waste-disposal_method_incineration,Putrescible waste - Incineration,Food and Organic Waste,Waste,ADEME,Weight
waste-type_putrescible_waste-disposal_method_landfill,Putrescible waste - Landfill,Food and Organic Waste,Waste,ADEME,Weight
waste-type_pvc-disposal_method_combusted,PVC - Combusted,Plastic Waste,Waste,EPA,Weight
waste-type_pvc-disposal_method_landfilled,PVC - Landfilled,Plastic Waste,Waste,EPA,Weight
waste-type_pvc_including_forming-disposal_method_closed_loop,PVC waste disposal (incl. forming) - closed-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_pvc_including_forming-disposal_method_combustion,PVC waste disposal (incl. forming) - combustion,Plastic Waste,Waste,BEIS,Weight
waste-type_pvc_including_forming-disposal_method_landfill,PVC waste disposal (incl. forming) - landfill,Plastic Waste,Waste,BEIS,Weight
waste-type_pvc_including_forming-disposal_method_open_loop,PVC waste disposal (incl. forming) - open-loop,Plastic Waste,Waste,BEIS,Weight
waste-type_residual_household_waste-disposal_method_average_end_of_life,Residual household waste - Average end of life,General Waste,Waste,ADEME,Weight
waste-type_residual_household_waste-disposal_method_incineration,Residual household waste - Incineration,General Waste,Waste,ADEME,Weight
waste-type_residual_household_waste-disposal_method_landfill,Residual household waste - Landfill,General Waste,Waste,ADEME,Weight
waste-type_rigid_pe-disposal_method_recycling_flakes,Rigid pe - Recycling flakes,Plastic Waste,Waste,ADEME,Weight
waste-type_rigid_pe-disposal_method_recycling_granulates,Rigid pe - Recycling granulates,Plastic Waste,Waste,ADEME,Weight
waste-type_rigid_pet-disposal_method_recycling_flakes,Rigid pet - Recycling flakes,Plastic Waste,Waste,ADEME,Weight
waste-type_rigid_pet-disposal_method_recycling_granulates,Rigid pet - Recycling granulates,Plastic Waste,Waste,ADEME,Weight
waste-type_rigid_pp-disposal_method_recycling_granulates,Rigid pp - Recycling granulates,Plastic Waste,Waste,ADEME,Weight
waste-type_rigid_ps-disposal_method_recycling,Rigid ps - Recycling,Plastic Waste,Waste,ADEME,Weight
waste-type_rigid_pvc-disposal_method_recycling,Rigid pvc - Recycling,Plastic Waste,Waste,ADEME,Weight
waste-type_rubber_and_leather_waste-disposal_method_incineration,Rubber and leather waste - incineration,General Waste,Waste,SEFR,Weight
waste-type_scrap_metal-disposal_method_closed_loop,Scrap metal waste disposal (to closed-loop recycling),Metal Waste,Waste,BEIS,Weight
waste-type_scrap_metal-disposal_method_combustion,Scrap metal waste disposal (combustion),Metal Waste,Waste,BEIS,Weight
waste-type_scrap_metal-disposal_method_landfill,Scrap metal waste disposal (landfill),Metal Waste,Waste,BEIS,Weight
waste-type_scrap_metal-disposal_method_open_loop,Scrap metal waste disposal (to open-loop recycling),Metal Waste,Waste,BEIS,Weight
waste-type_scrap_metal_steel_cans-disposal_method_closed_loop,Metal waste disposal (steel cans - closed-loop),Metal Waste,Waste,BEIS,Weight
waste-type_scrap_metal_steel_cans-disposal_method_combustion,Metal waste disposal (steel cans - combustion),Metal Waste,Waste,BEIS,Weight
waste-type_scrap_metal_steel_cans-disposal_method_landfill,Metal waste disposal (steel cans - landfill),Metal Waste,Waste,BEIS,Weight
waste-type_scrap_metal_steel_cans-disposal_method_open_loop,Metal waste disposal (steel cans - open-loop),Metal Waste,Waste,BEIS,Weight
waste-type_sludge-disposal_method_landfill_with_gas_recovery,Sludge - waste to landfill with gas recovery,General Waste,Waste,MfE,Weight
waste-type_sludge-disposal_method_landfill_without_gas_recovery,Sludge - waste to landfill without gas recovery,General Waste,Waste,MfE,Weight
waste-type_soils-disposal_method_closed_loop,Soils waste disposal (to closed-loop recycling),Construction Waste,Waste,BEIS,Weight
waste-type_soils-disposal_method_landfill,Soils waste disposal (landfill),Construction Waste,Waste,BEIS,Weight
waste-type_steel_cans-disposal_method_combusted,Steel Cans - Combusted,Metal Waste,Waste,EPA,Weight
waste-type_steel_cans-disposal_method_landfilled,Steel Cans - Landfilled,Metal Waste,Waste,EPA,Weight
waste-type_steel_cans-disposal_method_recycled,Steel Cans - Recycled,Metal Waste,Waste,EPA,Weight
waste-type_structural_steel-disposal_method_landfilled,Structural Steel - Landfilled,Metal Waste,Waste,EPA,Weight
waste-type_structural_steel-disposal_method_recycled,Structural Steel - Recycled,Metal Waste,Waste,EPA,Weight
waste-type_textbooks-disposal_method_combusted,Textbooks - Combusted,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_textbooks-disposal_method_landfilled,Textbooks - Landfilled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_textbooks-disposal_method_recycled,Textbooks - Recycled,Paper and Cardboard Waste,Waste,EPA,Weight
waste-type_textile-disposal_method_landfill_with_gas_recovery,Textile - waste to landfill with gas recovery,General Waste,Waste,MfE,Weight
waste-type_textile-disposal_method_landfill_without_gas_recovery,Textile - waste to landfill without gas recovery,General Waste,Waste,MfE,Weight
waste-type_textile_waste-disposal_method_incineration,Textile waste - incineration,General Waste,Waste,SEFR,Weight
waste-type_tires-disposal_method_closed_loop,Tyres waste disposal (to closed-loop recycling),Plastic Waste,Waste,BEIS,Weight
waste-type_tires-disposal_method_combusted,Tires - Combusted,Plastic Waste,Waste,EPA,Weight
waste-type_tires-disposal_method_landfilled,Tires - Landfilled,Plastic Waste,Waste,EPA,Weight
waste-type_tires-disposal_method_recycled,Tires - Recycled,Plastic Waste,Waste,EPA,Weight
waste-type_vinyl_flooring-disposal_method_combusted,Vinyl Flooring - Combusted,Construction Waste,Waste,EPA,Weight
waste-type_vinyl_flooring-disposal_method_landfilled,Vinyl Flooring - Landfilled,Construction Waste,Waste,EPA,Weight
waste-type_waste_and_scrap_of_glass-disposal_method_na,Waste and scrap of glass,Glass Waste,Waste,OpenIO-Canada,Money
waste-type_waste_and_scrap_of_iron_and_steel-disposal_method_na,Waste and scrap of iron and steel,Metal Waste,Waste,OpenIO-Canada,Money
waste-type_waste_and_scrap_of_non_ferrous_metals-disposal_method_na,Waste and scrap of non-ferrous metals,Metal Waste,Waste,OpenIO-Canada,Money
waste-type_waste_and_scrap_of_paper_and_paperboard-disposal_method_na,Waste and scrap of paper and paperboard,Paper and Cardboard Waste,Waste,OpenIO-Canada,Money
waste-type_waste_and_scrap_of_plastic_and_rubber-disposal_method_na,Waste and scrap of plastic and rubber,Plastic Waste,Waste,OpenIO-Canada,Money
waste-type_waste_and_scrap_of_wood_and_wood_by_products-disposal_method_na,Waste and scrap of wood and wood by-products,Wood Waste,Waste,OpenIO-Canada,Money
waste-type_wastes_and_scraps-disposal_method_na,Wastes and scraps,General Waste,Waste,Market Economics Limited,Money
waste-type_weee_crt_screens-disposal_method_average_end_of_life,Weee: CRT screens - Average end of life,Electrical Waste,Waste,ADEME,Weight
waste-type_weee_flat_screens-disposal_method_average_end_of_life,Weee: Flat screens - Average end of life,Electrical Waste,Waste,ADEME,Weight
waste-type_weee_fridges_and_freezers-disposal_method_landfill,WEEE waste disposal (fridges and freezers - landfill),Electrical Waste,Waste,BEIS,Weight
waste-type_weee_fridges_and_freezers-disposal_method_open_loop,WEEE waste disposal (fridges and freezers - open-loop),Electrical Waste,Waste,BEIS,Weight
waste-type_weee_large-disposal_method_combustion,WEEE waste disposal (large - combustion),Electrical Waste,Waste,BEIS,Weight
waste-type_weee_large-disposal_method_landfill,WEEE waste disposal (large - landfill),Electrical Waste,Waste,BEIS,Weight
waste-type_weee_large-disposal_method_open_loop,WEEE waste disposal (large - open-loop),Electrical Waste,Waste,BEIS,Weight
waste-type_weee_lha_cold_at_end_of_life-disposal_method_average_end_of_life_with_upstream_losses,Weee: LHA cold / at end of life - Average end of life / with upstream losses,Electrical Waste,Waste,ADEME,Weight
waste-type_weee_lha_cold_at_end_of_life-disposal_method_average_end_of_life_without_upstream_losses,Weee: LHA cold / at end of life - Average end of life / without upstream losses,Electrical Waste,Waste,ADEME,Weight
waste-type_weee_lha_cold_put_on_the_market-disposal_method_average_end_of_life_with_upstream_losses,Weee: LHA cold / put on the market - Average end of life / with upstream losses,Electrical Waste,Waste,ADEME,Weight
waste-type_weee_lha_non_cold-disposal_method_average_end_of_life,Weee: LHA non cold - Average end of life,Electrical Waste,Waste,ADEME,Weight
waste-type_weee_mixed-disposal_method_combustion,WEEE waste disposal (mixed - combustion),Electrical Waste,Waste,BEIS,Weight
waste-type_weee_mixed-disposal_method_landfill,WEEE waste disposal (mixed - landfill),Electrical Waste,Waste,BEIS,Weight
waste-type_weee_mixed-disposal_method_open_loop,WEEE waste disposal (mixed - open-loop),Electrical Waste,Waste,BEIS,Weight
waste-type_weee_sha-disposal_method_average_end_of_life,Weee: SHA - Average end of life,Electrical Waste,Waste,ADEME,Weight
waste-type_weee_small-disposal_method_combustion,WEEE waste disposal (small - combustion),Electrical Waste,Waste,BEIS,Weight
waste-type_weee_small-disposal_method_landfill,WEEE waste disposal (small - landfill),Electrical Waste,Waste,BEIS,Weight
waste-type_weee_small-disposal_method_open_loop,WEEE waste disposal (small - open-loop),Electrical Waste,Waste,BEIS,Weight
waste-type_weee_tubes_and_lamps-disposal_method_average_end_of_life,Weee: Tubes and lamps - Average end of life,Electrical Waste,Waste,ADEME,Weight
waste-type_weee_weee_average_default-disposal_method_average_end_of_life,Weee: WEEE average (default) - Average end of life,Electrical Waste,Waste,ADEME,Weight
waste-type_wood-disposal_method_closed_loop,Wood waste disposal (to closed-loop recycling),Construction Waste,Waste,BEIS,Weight
waste-type_wood-disposal_method_combustion,Wood waste disposal (combustion),Construction Waste,Waste,BEIS,Weight
waste-type_wood-disposal_method_composting,Wood waste disposal (composting),Construction Waste,Waste,BEIS,Weight
waste-type_wood-disposal_method_landfill,Wood waste disposal (landfill),Construction Waste,Waste,BEIS,Weight
waste-type_wood_combined-disposal_method_landfill_with_gas_recovery,Wood (combined) - waste to landfill with gas recovery,Construction Waste,Waste,MfE,Weight
waste-type_wood_combined-disposal_method_landfill_without_gas_recovery,Wood (combined) - waste to landfill without gas recovery,Construction Waste,Waste,MfE,Weight
waste-type_wood_flooring-disposal_method_combusted,Wood Flooring - Combusted,Construction Waste,Waste,EPA,Weight
waste-type_wood_flooring-disposal_method_landfilled,Wood Flooring - Landfilled,Construction Waste,Waste,EPA,Weight
waste-type_wood_products_waste-disposal_method_incineration,Wood products waste - incineration,General Waste,Waste,SEFR,Weight
waste-type_wood_treated-disposal_method_landfill_with_gas_recovery,Wood (treated) - waste to landfill with gas recovery,Construction Waste,Waste,MfE,Weight
waste-type_wood_treated-disposal_method_landfill_without_gas_recovery,Wood (treated) - waste to landfill without gas recovery,Construction Waste,Waste,MfE,Weight
waste-type_wood_untreated-disposal_method_landfill_with_gas_recovery,Wood (untreated) - waste to landfill with gas recovery,Construction Waste,Waste,MfE,Weight
waste-type_wood_untreated-disposal_method_landfill_without_gas_recovery,Wood (untreated) - waste to landfill without gas recovery,Construction Waste,Waste,MfE,Weight
waste-type_yard_trimmings-disposal_method_anaerobically_digested_dry_digestate_with_curing,Yard Trimmings - Anaerobically Digested (Dry Digestate with Curing),Food and Organic Waste,Waste,EPA,Weight
waste-type_yard_trimmings-disposal_method_combusted,Yard Trimmings - Combusted,Food and Organic Waste,Waste,EPA,Weight
waste-type_yard_trimmings-disposal_method_composted,Yard Trimmings - Composted,Food and Organic Waste,Waste,EPA,Weight
waste-type_yard_trimmings-disposal_method_landfilled,Yard Trimmings - Landfilled,Food and Organic Waste,Waste,EPA,Weight
waste_management-type_all_other_miscellaneous_waste_management_services,All other miscellaneous waste management services,Waste Management,Waste,EPA,Money
waste_management-type_anaerobic_digestion,Anaerobic digestion,Waste Management,Waste,MfE,Weight
waste_management-type_composting,Composting,Waste Management,Waste,MfE,Weight
waste_management-type_food_waste_for_treatment_biogasification_land_application,Food waste for treatment: biogasification and land application,Waste Management,Waste,EXIOBASE,Money
waste_management-type_food_waste_for_treatment_composting_land_application,Food waste for treatment: composting and land application,Waste Management,Waste,EXIOBASE,Money
waste_management-type_food_waste_for_treatment_incineration,Food waste for treatment: incineration,Waste Management,Waste,EXIOBASE,Money
waste_management-type_food_waste_for_treatment_landfill,Food waste for treatment: landfill,Waste Management,Waste,EXIOBASE,Money
waste_management-type_food_waste_for_treatment_waste_water_treatment,Food waste for treatment: waste water treatment,Waste Management,Waste,EXIOBASE,Money
waste_management-type_hazardous_waste_collection,Hazardous waste collection,Waste Management,Waste,EPA,Money
waste_management-type_hazardous_waste_treatment_and_disposal,Hazardous waste treatment and disposal,Waste Management,Waste,EPA,Money
waste_management-type_inert_metal_hazardous_waste_for_treatment_landfill,Inert/metal/hazardous waste for treatment: landfill,Waste Management,Waste,EXIOBASE,Money
waste_management-type_inert_metal_waste_for_treatment_incineration,Inert/metal waste for treatment: incineration,Waste Management,Waste,EXIOBASE,Money
waste_management-type_materials_recovery_facilities,Materials recovery facilities,Waste Management,Waste,EPA,Money
waste_management-type_natural_water_water_treatment_and_supply_services,Natural water / water treatment and supply services,Waste Management,Waste,BEIS,Money
waste_management-type_oil_hazardous_waste_for_treatment_incineration,Oil / hazardous waste for treatment: incineration,Waste Management,Waste,EXIOBASE,Money
waste_management-type_other_nonhazardous_waste_treatment_and_disposal,Other nonhazardous waste treatment and disposal,Waste Management,Waste,EPA,Money
waste_management-type_other_waste_collection,Other waste collection,Waste Management,Waste,EPA,Money
waste_management-type_other_waste_for_treatment_waste_water_treatment,Other waste for treatment: waste water treatment,Waste Management,Waste,EXIOBASE,Money
waste_management-type_paper_for_treatment_landfill,Paper for treatment: landfill,Waste Management,Waste,EXIOBASE,Money
waste_management-type_paper_waste_for_treatment_biogasification_land_application,Paper waste for treatment: biogasification and land application,Waste Management,Waste,EXIOBASE,Money
waste_management-type_paper_waste_for_treatment_incineration,Paper waste for treatment: incineration,Waste Management,Waste,EXIOBASE,Money
waste_management-type_paper_wood_waste_for_treatment_composting_land_application,Paper and wood waste for treatment: composting and land application,Waste Management,Waste,EXIOBASE,Money
waste_management-type_plastic_waste_for_treatment_incineration,Plastic waste for treatment: incineration,Waste Management,Waste,EXIOBASE,Money
waste_management-type_plastic_waste_for_treatment_landfill,Plastic waste for treatment: landfill,Waste Management,Waste,EXIOBASE,Money
waste_management-type_refuse_disposal_and_recycling,Refuse disposal and recycling,Waste Management,Waste,Market Economics Limited,Money
waste_management-type_remediation_services,Remediation services,Waste Management,Waste,EPA,Money
waste_management-type_remediation_services_and_other_waste_management_services,Remediation services and other waste management services,Waste Management,Waste,BEIS,Money
waste_management-type_septic_tank_and_related_services,Septic tank and related services,Waste Management,Waste,EPA,Money
waste_management-type_sewage_sludge_for_treatment_biogasification_land_application,Sewage sludge for treatment: biogasification and land application,Waste Management,Waste,EXIOBASE,Money
waste_management-type_sewerage_services_sewage_sludge,Sewerage services/sewage sludge,Waste Management,Waste,BEIS,Money
waste_management-type_solid_waste_collection,Solid waste collection,Waste Management,Waste,EPA,Money
waste_management-type_solid_waste_combustors_and_incinerators,Solid waste combustors and incinerators,Waste Management,Waste,EPA,Money
waste_management-type_solid_waste_landfill,Solid waste landfill,Waste Management,Waste,EPA,Money
waste_management-type_textiles_waste_for_treatment_incineration,Textiles waste for treatment: incineration,Waste Management,Waste,EXIOBASE,Money
waste_management-type_textiles_waste_for_treatment_landfill,Textiles waste for treatment: landfill,Waste Management,Waste,EXIOBASE,Money
waste_management-type_waste_collection_treatment_and_disposal_services_materials_recovery_services,Waste collection / treatment and disposal services / materials recovery services,Waste Management,Waste,BEIS,Money
waste_management-type_waste_disposal_recycling_and_environmental_protection_services,Waste disposal / recycling and environmental protection services,Waste Management,Waste,Market Economics Limited,Money
waste_management-type_waste_management_and_remediation_services,Waste management and remediation services,Waste Management,Waste,OpenIO-Canada,Money
waste_management-type_wood_waste_for_treatment_incineration,Wood waste for treatment: incineration,Waste Management,Waste,EXIOBASE,Money
waste_management-type_wood_waste_for_treatment_landfill,Wood waste for treatment: landfill,Waste Management,Waste,EXIOBASE,Money
